鄉鎮市區,交易標的,土地區段位置建物區段門牌,土地移轉總面積平方公尺,都市土地使用分區,非都市土地使用分區,非都市土地使用編定,交易年月日,交易筆棟數,移轉層次,總樓層數,建物型態,主要用途,主要建材,建築完成年月,建物移轉總面積平方公尺,建物現況格局-房,建物現況格局-廳,建物現況格局-衛,建物現況格局-隔間,有無管理組織,總價元,單價元平方公尺,車位類別,車位移轉總面積平方公尺,車位總價元,備註,編號
淡水區,房地(土地+建物)+車位,新北市淡水區淡金路二段151~180號,15.0,住,,,1090103,土地1建物1車位1,四層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1010731,116.84,2,1,1,有,有,7200000,61623,坡道平面,31.45,0,,RPTPMLQJLHPFFEF66EA
淡水區,房地(土地+建物)+車位,新北市淡水區淡金路1~30號,14.64,其他,,,1081225,土地1建物1車位1,十四層,十七層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0960827,135.09,2,2,1,有,有,10000000,91600,坡道平面,39.02,1200000,含增建或未登記建物。,RPVQMLLLKHPFFEF09DA
新莊區,房地(土地+建物),新北市新莊區裕民街124巷1~30號,13.05,住,,,1081117,土地1建物1車位0,七層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0850619,81.96,2,2,1,有,有,8000000,97609,,0.0,0,含增建或未登記建物。,RPVQMLRKKHPFFBF66DA
板橋區,房地(土地+建物),新北市板橋區莊敬路121~150號,13.91,住,,,1081217,土地1建物1車位0,十層,十六層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0860802,88.23,3,2,2,有,有,15500000,175677,,0.0,0,含增建或未登記建物。,RPSOMLPJKHPFFAF38DA
板橋區,房地(土地+建物),新北市板橋區國慶路151~180號,10.34,商,,,1081231,土地1建物1車位0,四層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0840727,116.16,3,2,2,有,有,13560000,116736,,0.0,0,含增建或未登記建物。,RPQOMLQJKHPFFAF28DA
永和區,房地(土地+建物)+車位,新北市永和區秀朗路二段211~240號,21.1,住,,,1081115,土地2建物1車位1,四層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0871027,179.25,4,2,2,有,有,19500000,110285,坡道平面,15.13,1400000,親友、員工或其他特殊關係間之交易。;,RPOPMLRJKHPFFHF88CA
永和區,房地(土地+建物)+車位,新北市永和區永元路95巷1~30號,23.46,住,,,1081219,土地2建物1車位1,三層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0950103,171.38,4,2,2,有,有,21780000,127086,坡道機械,0.0,0,含增建或未登記建物。;,RPXOMLPJKHPFFHF86CA
蘆洲區,房地(土地+建物),新北市蘆洲區民權路38巷1~30號,15.5,住,,,1081221,土地1建物1車位0,六層,十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0900120,103.00999999999999,3,2,2,有,無,12250000,118920,,0.0,0,,RPSOMLLKKHPFFGF58CA
三重區,房地(土地+建物),新北市三重區重新路一段121~150號,5.57,其他,,,1081231,土地1建物1車位0,十二層,二十七層,住宅大樓(11層含以上有電梯),住家用,鋼骨鋼筋混凝土造,1011220,96.27,2,1,1,有,有,14500000,150618,,0.0,0,,RPXVMLPJKHPFFGF47CA
三重區,房地(土地+建物)+車位,新北市三重區河邊北街31~60號,12.04,住,,,1081117,土地1建物1車位1,十七層,二十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0891011,164.16,3,2,2,有,有,13880000,84552,坡道機械,0.0,0,含增建或未登記建物。;,RPTSNLPJKHPFFGF86CA
淡水區,房地(土地+建物)+車位,新北市淡水區崁頂三路121~150號,37.85,住,,,1081205,土地1建物1車位1,五層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0880525,187.18,3,2,2,有,有,6200000,33123,坡道平面,46.4,0,,RPRNMLQLKHPFFEF78CA
淡水區,房地(土地+建物)+車位,新北市淡水區沙崙路一段1~30號,28.04,住,,,1031110,土地1建物1車位1,八層,二十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1080306,170.06,3,2,2,有,有,11980000,75592,坡道平面,26.13,1100000,,RPPPMLSKKHPFFEF88CA
淡水區,房地(土地+建物)+車位,新北市淡水區沙崙路一段1~30號,28.04,住,,,1031110,土地1建物1車位1,九層,二十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1080306,170.06,3,2,2,有,有,12060000,76148,坡道平面,26.13,1100000,,RPSNMLKLKHPFFEF28CA
淡水區,房地(土地+建物)+車位,新北市淡水區沙崙路一段1~30號,29.51,住,,,1031110,土地1建物1車位1,九層,二十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1080306,176.32,3,2,2,有,有,12980000,79100,坡道平面,26.13,1100000,,SPSNMLKLKHPFFEF38CA
淡水區,房地(土地+建物)+車位,新北市淡水區沙崙路一段1~30號,29.51,住,,,1031111,土地1建物1車位1,八層,二十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1080306,176.32,3,2,2,有,有,12890000,78501,坡道平面,26.13,1100000,,RPTNMLKLKHPFFEF38CA
淡水區,房地(土地+建物)+車位,新北市淡水區沙崙路一段1~30號,18.53,住,,,1081226,土地1建物1車位1,八層,二十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1080306,125.24000000000001,2,1,2,有,有,8000000,71474,坡道平面,30.1,1200000,,RPVNMLKLKHPFFEF58CA
淡水區,房地(土地+建物)+車位,新北市淡水區沙崙路一段121~150號,36.57,住,,,1080923,土地1建物1車位1,一層,二十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1080306,223.51,4,2,3,有,有,15980000,75901,坡道平面,30.1,1300000,,RPWNMLKLKHPFFEF68CA
八里區,房地(土地+建物)+車位,新北市八里區忠孝路301~330號,23.9,住,,,1090101,土地2建物1車位1,十一層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1071022,138.14,2,2,1,有,有,7550000,63519,坡道平面,32.66,850000,,RPOPMLRKKHPFFEF68CA
淡水區,房地(土地+建物)+車位,新北市淡水區民權路211~240號,15.58,住,,,1081020,土地1建物1車位1,四層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼骨鋼筋混凝土造,0961005,161.73000000000002,3,2,2,有,有,18300000,113152,坡道平面,20.76,0,含增建或未登記建物。;,RPTNMLQJKHPFFEF78CA
淡水區,房地(土地+建物),新北市淡水區新春街91巷1~30號,15.53,住,,,1090106,土地1建物1車位0,五層,十八層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0860514,92.27000000000001,2,1,2,有,有,5250000,56898,,0.0,0,,RPPQMLPJKHPFFEF58CA
淡水區,房地(土地+建物)+車位,新北市淡水區中山北路二段1~30號,19.44,住,,,1081215,土地1建物1車位1,十五層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1070126,144.66000000000003,2,2,1,有,有,10400000,71893,坡道平面,34.43,0,,RPQNMLPJKHPFFEF38CA
淡水區,房地(土地+建物)+車位,新北市淡水區中山北路二段1~30號,16.66,住,,,1081103,土地1建物1車位1,十三層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1070126,126.15,2,2,1,有,有,8800000,69758,坡道平面,34.43,0,,RPRNMLPJKHPFFEF48CA
淡水區,房地(土地+建物)+車位,新北市淡水區新市一路二段241~270號,24.6,住,,,1081220,土地1建物1車位1,十四層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1051121,178.18,3,2,2,有,有,13500000,75766,坡道機械,15.9,0,,RPSNMLPJKHPFFEF58CA
新店區,房地(土地+建物)+車位,新北市新店區新坡一街61~90號,60.9,,山坡地保育區,丙種建築用地,1081219,土地1建物1車位1,五層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0840704,151.91,4,2,2,有,有,11330000,74584,坡道平面,0.0,1300000,含增建或未登記建物。;,RPSNMLPJKHPFFCF38CA
林口區,房地(土地+建物),新北市林口區公園路151~180號,18.05,住,,,1081228,土地1建物1車位0,六層,十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0860531,95.17,3,2,2,有,有,6580000,69139,,0.0,0,,RPRSMLLKKHPFFBF38CA
林口區,房地(土地+建物)+車位,新北市林口區仁愛路二段511~540號,22.61,商,,,1081220,土地1建物1車位1,十六層,十九層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0970729,216.76999999999998,4,2,2,有,有,16580000,76487,坡道平面,39.18,0,,RPOSMLPJKHPFFBF38CA
板橋區,房地(土地+建物),新北市板橋區文化路二段481~510號,9.27,住,,,1081230,土地3建物1車位0,十七層,二十二層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0881020,131.66,2,2,2,有,有,18660000,141729,,0.0,0,含增建或未登記建物。;,RPVNMLRJKHPFFAF68CA
土城區,房地(土地+建物),新北市土城區裕民路211~240號,9.61,住,,,1081220,土地1建物1車位0,三層,十六層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0860526,74.12,2,2,1,有,有,8700000,117377,,0.0,0,含增建或未登記建物。;,RPVNMLQJKHPFFAF58CA
板橋區,房地(土地+建物),新北市板橋區民生路三段301~330號,2.66,住,,,1081214,土地1建物1車位0,三十七層,三十七層,住宅大樓(11層含以上有電梯),住家用,鋼骨鋼筋混凝土造,0950914,77.45,1,2,1,有,有,10080000,130165,,0.0,0,含增建或未登記建物。;,RPSPMLQJKHPFFAF48CA
板橋區,房地(土地+建物)+車位,新北市板橋區中正路331~360號,19.42,住,,,1090104,土地1建物1車位1,三層,二十一層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0830531,152.57,3,2,2,有,有,15100000,98971,坡道平面,36.0,0,含增建或未登記建物。;,RPXQMLQJKHPFFAF09CA
林口區,房地(土地+建物)+車位,新北市林口區忠孝三路31~60號,41.9,住,,,1081211,土地1建物1車位2,五層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0971208,323.93,4,2,2,有,有,25750000,79492,坡道平面,0.0,0,,RPQPMLPJKHPFFBF28CA
新莊區,房地(土地+建物),新北市新莊區新北大道七段301~330號,3.48,其他,,,1081223,土地1建物1車位0,四層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0931126,45.739999999999995,1,1,1,有,有,4650000,101662,,0.0,0,,RPTTMLPJKHPFFBF98CA
泰山區,房地(土地+建物)+車位,新北市泰山區仁義路181~210號,11.86,商,,,1081214,土地1建物1車位1,十三層,十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0931126,134.86,3,2,2,有,有,11650000,86386,坡道平面,24.27,0,含增建或未登記建物。;,RPRQMLOKKHPFFBF48CA
新莊區,房地(土地+建物),新北市新莊區昌平街59巷31~60號,8.46,住,,,1081226,土地1建物1車位0,十六層,十七層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0840713,72.81,2,1,1,有,有,7380000,101360,,0.0,0,,RPWOMLNKKHPFFBF68CA
林口區,房地(土地+建物)+車位,新北市林口區中山路511~540號,15.03,商,,,1081225,土地1建物1車位1,七層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0960927,156.68,3,2,2,有,有,9300000,59357,坡道平面,32.43,0,,RPSRMLTKKHPFFBF56CA
新店區,房地(土地+建物)+車位,新北市新店區新坡一街61~90號,54.96,,山坡地保育區,丙種建築用地,1090108,土地1建物1車位1,十一層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0840704,132.16,3,2,1,有,有,10550000,79827,坡道平面,31.11,0,,RPOOMLPJKHPFFCF08CA
新店區,房地(土地+建物)+車位,新北市新店區寶橋路78巷91~120號,15.58,住,,,1081222,土地1建物1車位1,二十四層,二十六層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1020829,188.06,3,2,2,有,有,28980000,154100,坡道平面,26.42,0,含增建或未登記建物。;,RPWNMLQJKHPFFCF88CA
新店區,房地(土地+建物)+車位,新北市新店區中正路481~510號,9.46,其他,,,1081214,土地2建物1車位1,七層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0880406,143.81,3,2,1,有,有,15800000,109867,坡道平面,45.74,0,含增建或未登記建物。;,RPOOMLQJKHPFFCF18CA
新店區,房地(土地+建物),新北市新店區溪園路361~390號,7.01,住,,,1090102,土地1建物1車位0,九層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0921201,58.339999999999996,1,1,1,有,有,8650000,148269,,0.0,0,,RPQOMLQJKHPFFCF38CA
新店區,房地(土地+建物)+車位,新北市新店區中興路二段121~150號,17.51,住,,,1081122,土地1建物1車位1,十三層,二十六層,住宅大樓(11層含以上有電梯),住家用,鋼骨鋼筋混凝土造,0980612,206.34,4,2,2,有,有,23550000,114132,坡道平面,34.84,0,,RPVOMLQJKHPFFCF88CA
新店區,房地(土地+建物)+車位,新北市新店區中正路700巷1~30號,26.97,住,,,1081102,土地1建物1車位1,十層,十六層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0890225,160.71,3,2,2,有,有,16000000,99558,坡道平面,0.0,0,含增建或未登記建物。;,RPXNMLRJKHPFFCF09CA
八里區,房地(土地+建物),新北市八里區中華路二段511~540號,14.33,住,,,1090105,土地1建物1車位0,十四層,十六層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0840715,125.11,2,2,2,有,有,6000000,47958,,0.0,0,含增建或未登記建物。;,RPOOMLQJKHPFFEF38CA
汐止區,房地(土地+建物)+車位,新北市汐止區大同路二段241~270號,14.71,住,,,1081219,土地1建物1車位1,十八層,二十九層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1001223,179.76999999999998,3,2,2,有,有,20200000,112366,坡道平面,22.93,0,,RPQNMLTJKHPFFDF68CA
汐止區,房地(土地+建物)+車位,新北市汐止區汐萬路二段228巷31弄1~30號,42.26,,山坡地保育區,丙種建築用地,1090103,土地1建物1車位1,十五層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0850627,127.22,2,1,1,有,有,4500000,35372,坡道平面,0.0,0,,RPOPMLQJKHPFFDF38CA
汐止區,房地(土地+建物)+車位,新北市汐止區工建路91~120號,29.47,住,,,1081227,土地1建物1車位1,十二層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0981120,209.73000000000002,4,2,2,有,有,21800000,103943,坡道平面,24.23,0,,RPRNMLRJKHPFFDF58CA
淡水區,房地(土地+建物)+車位,新北市淡水區新市三路一段31~60號,24.87,住,,,1081203,土地1建物1車位1,十一層,二十層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1080222,167.31,3,21,2,有,有,11840000,74074,坡道平面,25.02,1300000,,RPRPMLLKKHPFFEF38CA
淡水區,房地(土地+建物)+車位,新北市淡水區新市一路一段91~120號,21.13,住,,,1081209,土地1建物1車位1,十二層,二十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1051020,163.05,3,2,2,有,有,10500000,64397,坡道平面,29.19,0,,RPSQMLRLKHPFFEF66CA
三重區,房地(土地+建物)+車位,新北市三重區集賢路91~120號,24.62,住,,,1081230,土地1建物1車位1,十一層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0980722,151.67000000000002,3,2,2,有,有,17800000,117360,坡道平面,31.59,0,,RPROMLQJKHPFFGF88CA
中和區,房地(土地+建物),新北市中和區華新街143巷106弄31~60號,20.15,住,,,1081216,土地1建物1車位0,一層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0850522,91.73,1,1,1,有,有,8500000,92663,,0.0,0,,RPUNMLSKKHPFFHF86CA
中和區,房地(土地+建物)+車位,新北市中和區中正路1~30號,7.32,住,,,1090105,土地3建物1車位1,十七層,二十二層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0871103,139.67000000000002,2,2,1,有,有,15850000,113482,坡道平面,0.0,0,,RPXNMLOKKHPFFHF76CA
中和區,房地(土地+建物)+車位,新北市中和區南山路151~180號,9.57,住,,,1081215,土地1建物1車位1,七層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0950623,102.57,2,2,1,有,有,13250000,129180,坡道平面,23.82,0,,RPQNMLOLKHPFFHF78CA
三峽區,房地(土地+建物)+車位,新北市三峽區國慶路121~150號,15.53,住,,,1081224,土地1建物1車位1,五層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0951208,122.09,2,1,1,有,有,8300000,67983,坡道平面,38.32,0,,RPPPMLNKKHPFFIF78CA
三峽區,房地(土地+建物),新北市三峽區大同路181~210號,12.12,住,,,1081210,土地1建物1車位0,十六層,十六層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0841129,125.39999999999999,3,2,2,有,有,7850000,62600,,0.0,0,,RPRPMLNKKHPFFIF98CA
樹林區,房地(土地+建物)+車位,新北市樹林區佳園路三段511~540號,18.32,住,,,1081228,土地1建物1車位1,十五層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0970125,141.72,3,2,2,有,有,10700000,75501,坡道平面,30.26,0,,RPUOMLTKKHPFFIF17CA
樹林區,房地(土地+建物)+車位,新北市樹林區大雅路361~390號,14.82,住,,,1081230,土地1建物1車位1,十二層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0960629,103.53,2,1,1,有,有,8840000,85386,坡道機械,16.02,0,,RPROMLQJLHPFFIF56CA
土城區,房地(土地+建物),新北市土城區學府路一段121~150號,14.44,住,,,1081226,土地1建物1車位0,九層,十八層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0840524,76.95,2,1,1,有,有,8800000,114360,,0.0,0,含增建或未登記建物。,RPVPMLQJKHPFFAF88DA
板橋區,房地(土地+建物),新北市板橋區光復街181~210號,18.54,住,,,1081229,土地1建物1車位0,十一層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0911205,111.67,3,2,2,有,有,15360000,137548,,0.0,0,含增建或未登記建物。,RPOOMLQJKHPFFAF08DA
新莊區,房地(土地+建物)+車位,新北市新莊區昌隆街31~60號,17.78,住,,,1081222,土地1建物1車位1,十四層,十六層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0850320,139.18,4,2,2,有,有,13700000,98434,坡道平面,0.0,1800000,含增建或未登記建物。權利人有2人。,RPTQMLRJKHPFFBF98DA
五股區,房地(土地+建物),新北市五股區成泰路一段211~240號,14.61,住,,,1081223,土地1建物1車位0,十二層,十六層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0820811,101.94999999999999,3,1,2,有,有,5800000,56891,,0.0,0,,RPXSMLMKKHPFFBF56DA
汐止區,房地(土地+建物),新北市汐止區福德一路1~30號,14.66,住,,,1081109,土地1建物1車位0,十三層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0960212,110.15,3,2,2,有,有,11000000,99864,,0.0,0,,RPUNMLSJKHPFFDF09DA
汐止區,房地(土地+建物)+車位,新北市汐止區工建路151~180號,18.54,住,,,1081211,土地1建物1車位1,十二層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1030305,140.61,2,2,1,有,有,12520000,106391,坡道平面,40.32,1850000,,RPTPMLRJKHPFFDF09DA
新店區,房地(土地+建物)+車位,新北市新店區中興路一段1~30號,14.82,住,,,1081219,土地1建物1車位1,五層,二十層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1020523,178.64,3,2,2,有,有,25880000,156940,坡道平面,26.48,2000000,,RPVNMLSKKHPFFCF56DA
蘆洲區,房地(土地+建物),新北市蘆洲區環堤大道31~60號,8.24,住,,,1081222,土地1建物1車位0,七層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0880727,67.6,4,2,1,有,有,7720000,114201,,0.0,0,含增建或未登記建物。,RPSNMLSJKHPFFGF56DA
三重區,房地(土地+建物),新北市三重區中正北路165巷1~30號,11.87,住,,,1081123,土地1建物1車位0,十三層,十七層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0970201,78.87,2,1,1,有,有,9800000,124255,,0.0,0,,RPTNMLSJKHPFFGF66DA
中和區,房地(土地+建物),新北市中和區景平路989巷1~30號,9.37,住,,,1081225,土地5建物1車位0,三層,二十二層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0840612,79.78,2,2,1,有,有,8880000,111306,,0.0,0,含增建或未登記建物。;,RPQPMLLKKHPFFHF68DA
板橋區,房地(土地+建物),新北市板橋區莊敬路31~60號,26.9,住,,,1081214,土地1建物1車位0,三層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0961115,273.36,5,2,3,有,有,38250000,139925,,0.0,0,,RPVOMLQJKHPFFAF88EA
八里區,房地(土地+建物)+車位,新北市八里區龍米路二段31~60號,9.8,住,,,1090106,土地1建物1車位1,二十三層,二十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1021111,133.63,1,2,1,有,有,9800000,73342,坡道平面,36.34,0,,RPTQMLLKLHPFFEF98EA
五股區,房地(土地+建物)+車位,新北市五股區五福路61~90號,13.77,住,,,1081130,土地2建物1車位1,九層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0851129,111.7,3,1,1,有,有,7580000,67860,坡道平面,0.0,0,夾層增建,RPPQMLRJKHPFFBF68EA
板橋區,房地(土地+建物),新北市板橋區新海路121~150號,7.62,商,,,1081201,土地1建物1車位0,十五層,二十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0900724,138.73000000000002,3,2,2,有,無,20900000,150652,,0.0,0,含增建或未登記建物。;,RPWPMLLKLHPFFAF78EA
土城區,房地(土地+建物),新北市土城區明峰街31~60號,10.02,住,,,1081226,土地1建物1車位0,十一層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0850831,83.11,2,2,1,有,有,9360000,112622,,0.0,0,,RPRQMLKKLHPFFAF28EA
中和區,房地(土地+建物)+車位,新北市中和區南山路181~210號,23.11,住,,,1081030,土地1建物1車位1,十一層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0950623,242.31,5,2,3,有,有,29980000,128067,坡道平面,23.83,2000000,含增建或未登記建物。,RPOQMLKKKHPFFHF48DA
中和區,房地(土地+建物),新北市中和區永貞路271~300號,10.02,商,,,1081224,土地2建物1車位0,十三層,十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0840401,104.28,3,2,2,有,有,16500000,158228,,0.0,0,,RPVNMLSJKHPFFHF96DA
永和區,房地(土地+建物),新北市永和區環河西路二段181~210號,12.3,住,,,1081013,土地2建物1車位0,二層,二十二層,住宅大樓(11層含以上有電梯),住家用,見其他登記事項,0880827,140.3,4,2,2,有,有,17200000,122594,,0.0,0,含增建或未登記建物、權利人有兩位,RPWNMLSJKHPFFHF07DA
永和區,房地(土地+建物)+車位,新北市永和區中正路91~120號,11.67,住,,,1081117,土地3建物1車位1,四層,十九層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0900411,116.06,3,2,2,有,有,14600000,138040,坡道機械,21.16,1500000,含增建或未登記建物。,RPVPMLRJKHPFFHF07DA
三重區,房地(土地+建物),新北市三重區中正南路211~240號,7.43,住,,,1081211,土地1建物1車位0,二層,二十二層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1021206,81.03999999999999,2,1,1,有,有,10500000,129566,,0.0,0,含增建或未登記建物。,RPOPMLRKKHPFFGF98DA
三重區,房地(土地+建物)+車位,新北市三重區三信路121~150號,30.24,住,,,1081222,土地1建物1車位1,五層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0980330,168.79000000000002,3,2,2,有,有,21080000,136706,坡道平面,29.22,2000000,,RPPQMLRJKHPFFGF09DA
淡水區,房地(土地+建物)+車位,新北市淡水區淡金路二段361~390號,21.66,住,,,1081203,土地1建物1車位1,二層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0980817,152.86,3,2,2,有,有,8100000,55343,坡道平面,29.99,1300000,含增建或未登記建物。權利人二人,RPROMLLKKHPFFEF38DA
汐止區,房地(土地+建物),新北市汐止區建成路57巷61~90號,10.49,住,,,1081221,土地2建物1車位0,六層,十七層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0871113,76.6,3,3,2,有,有,8880000,115927,,0.0,0,含增建或未登記建物。,RPQPMLMKKHPFFDF38DA
新店區,房地(土地+建物),新北市新店區達觀路8巷1~30號,33.52,,山坡地保育區,丙種建築用地,1081223,土地5建物1車位0,二層,十八層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0850627,68.68,2,2,1,有,有,3750000,54601,,0.0,0,,RPWOMLSKKHPFFCF76DA
汐止區,房地(土地+建物),新北市汐止區新台五路一段151~180號,4.49,商,,,1081209,土地1建物1車位0,二十一層,二十八層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0890523,87.16,2,2,1,有,有,10450000,119894,,0.0,0,含增建或未登記建物。,RPTNMLRJKHPFFDF88DA
新莊區,房地(土地+建物)+車位,新北市新莊區新北大道七段301~330號,9.86,其他,,,1081215,土地1建物1車位1,六層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0931126,133.31,3,2,2,有,有,11260000,91036,坡道機械,18.41,800000,含增建或未登記建物。,RPORMLRJKHPFFBF58DA
板橋區,房地(土地+建物),新北市板橋區民生路三段301~330號,3.2,住,,,1081222,土地1建物1車位0,二十六層,三十七層,住宅大樓(11層含以上有電梯),住家用,鋼骨鋼筋混凝土造,0950914,94.78999999999999,2,2,2,有,有,12750000,134508,,0.0,0,含增建或未登記建物。,RPWOMLKKKHPFFAF38DA
板橋區,房地(土地+建物),新北市板橋區漢生東路211~240號,5.04,其他,,,1090114,土地1建物1車位0,十九層,二十九層,住宅大樓(11層含以上有電梯),住家用,鋼骨鋼筋混凝土造,0980724,77.44,2,1,1,有,有,16350000,211131,,0.0,0,含增建或未登記建物。,RPQNMLTJKHPFFAF48DA
三峽區,房地(土地+建物)+車位,新北市三峽區大義路211~240號,15.45,商,,,1090104,土地1建物1車位1,三層,十八層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0970807,180.26999999999998,3,2,2,有,有,14100000,85482,坡道平面,32.87,1500000,,RPXOMLLKKHPFFIF66CA
三峽區,房地(土地+建物),新北市三峽區大智路1~30號,13.95,住,,,1081223,土地1建物1車位0,十四層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0950123,92.03,2,2,1,有,有,6760000,73454,,0.0,0,,RPSNMLLKKHPFFIF68CA
樹林區,房地(土地+建物)+車位,新北市樹林區學勤路211~240號,16.26,商,,,1090104,土地1建物1車位1,十七層,十九層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0951101,183.36,3,2,2,有,有,13580000,74062,坡道平面,38.03,0,,RPOQMLQJKHPFFIF98CA
樹林區,房地(土地+建物)+車位,新北市樹林區學勤路631~660號,20.28,住,,,1081222,土地1建物1車位1,五層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0970303,156.35,3,2,2,有,有,13100000,83786,坡道平面,33.2,0,,RPTPMLRJKHPFFIF86CA
中和區,房地(土地+建物),新北市中和區景平路271~300號,4.67,住,,,1081203,土地1建物1車位0,五層,二十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0910816,58.010000000000005,2,1,1,有,有,9750000,168074,,0.0,0,含增建或未登記建物。;,RPSOMLLKKHPFFHF68CA
